"fincode","year_end","net_profit","net_sales_ttm","net_sales_2yr","interest_earned_growth_percentage_cons_3year","net_profit_growth_percentage_cons_3year","operating_profit_growth_percentage_cons_3year","profit_after_tax_growth_percentage_cons_3year","profit_before_tax_growth_percentage_cons_3year","eps_growth_percentage_cons_3year","net_sales_growth_percentage_cons_3year","operating_profit_margin_growth_percentage_cons_3year","net_margin_growth_percentage_cons_3year"
132349,202103,"416.1","4491.8","2802.39",NULL,"66.32060868801504","28.224673225996575","40.377459081735424","38.14370314253599","41.37382410418113","17.03001986260364","-30.977992569574596","-24.472591376625495"
106767,201703,"201.323","992.878","500.64",NULL,"97.10515935427881","40.080722353753664","57.20462836579494","48.27266922984133","15.831209922888622","25.63870384202318","-29.762687524725116","-21.29301671185203"
114215,201003,NULL,NULL,"1.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132532,202103,"-963.47","6568.089999999999","6405.66",NULL,"-20.15871677446337","-4.598036704381025","-13.023873664376918","-11.975715732104808","-26.348766417781388","0.8381967053740835","-40.40009357335001","29.393031248560973"
124683,200703,NULL,NULL,"240.86",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126538,201703,"-8.035","0.9970000000000001","13.09",NULL,"-90.67633849890346","-53.957261604007996","-53.767493725311","-53.767493725311","-52.39627005099698","-57.61113020225288","-128.81330813176564","-120.82900589129264"
100111,202103,"441.65","24247.41","19250.98",NULL,NULL,NULL,NULL,NULL,NULL,"7.995129872077356",NULL,NULL
271867,202103,"358.34000000000003","5553.96","4813.51",NULL,"-39.648256470224354","-11.93162921087757","-28.584379474692067","-27.872560159145998","-28.697087019434974","4.885058089874317","-47.104384452891765","-57.228991508958785"
132876,201303,NULL,NULL,"122.96",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100014,201803,"2.443","1.907",NULL,NULL,"233.2348339316503","-5.512695746465046","123.10035536542982","123.10035536542982","121.45989241389876",NULL,NULL,"-7.519700501434212"
221033,202103,"204.68","3698.9","8608.43",NULL,"7.2840574176252115","-19.904829931962396","4.798916670000608","8.400742576500008","-4.509991197563679","-24.540102202862503","-33.13429138552423","-12.482746522072564"
126725,202103,"188.58599999999998","322.088","273.72",NULL,"44.77105193870725","2.5161484038555004","27.973825783030183","27.11123501719179","27.974707236606267","5.57376370823659","-38.82837984741857","-29.888427933513206"
116072,202103,"126.643","1446.5620000000001","678.68",NULL,"91.62139510137504","42.597232201495785","54.275157508891695","70.40273603870924","-13.30769913002323","28.69371378322867","-30.19809257098718","-24.637832318119003"
287643,202103,"8.28","46.507999999999996","8.95",NULL,NULL,NULL,NULL,NULL,NULL,"73.20810468519319",NULL,NULL
111605,202103,"58.702999999999996","247.317","115.66",NULL,"30.122748288497636","25.887981035722518","19.18881031639499","20.885512975332876","-30.300207653921795","28.831954039838827","-38.44320308789416","-41.69197356330192"
210036,202103,"464.696","1422.483","705.50",NULL,"50.45290224923056","33.37506372941468","31.30070152707305","31.116806032293297","31.24578899253525","26.332964969733432","-33.492530275320085","-33.79503157969641"
111447,201503,NULL,NULL,"0.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132505,202103,"2444.96",NULL,"14446.15","20.166340674035954","282.5944260978707",NULL,"144.62026130662488",NULL,"137.5103158643609",NULL,NULL,NULL
132320,202103,"-0.269","0",NULL,NULL,"3.6887230436356555",NULL,"2.474520552676518","2.474520552676518","2.3538205786997057",NULL,NULL,NULL
122249,202103,"149.28900000000002","880.1379999999999","512.71",NULL,"28.97236861551107","16.260688477922656","18.485294017463282","18.981579641512546","19.50031152650289","19.73643625731829","-38.83268080471305","-37.809464510202616"
100199,202103,"39.513","2099.067","1123.62",NULL,"-54.168501139387516","-29.159971521980232","-40.55581546858822","-40.42943562329512","-40.55769615913828","23.15979198572695","-63.76544250268702","-69.69130110253768"
132416,202103,"53.85","30.330000000000002","19.49",NULL,NULL,"49.673357571069985",NULL,NULL,NULL,"15.8831229092667","72.64157429706664",NULL
267241,202103,"-0.27599999999999997","0.264","0.94",NULL,"-7.238052947636087","2.781174513307172","-4.768955317164725","11.764554324405442","-8.277259996760522","-34.51245783381795","6.348746545374484","13.494646103836017"
132780,202103,"-594.139","462.189","358.15",NULL,"-17.840122973204743","-68.97638655809159","-11.565211057302992","-6.956579870832713","-11.603366238517655","8.872505256735108","2.2260684874141123","32.90189641235561"
218548,202103,"1.366","54.312","63.55",NULL,NULL,"16.53260081138026",NULL,NULL,NULL,"-5.101339963339802","-22.64422845242876",NULL
122209,202103,"1.052","145.747",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216924,202103,"0.648","21.079","30.88",NULL,NULL,NULL,NULL,NULL,NULL,"-11.951038625839105",NULL,NULL
282192,202103,"6.728","208.429","161.37",NULL,NULL,"12.745750238178566",NULL,"155.1052907592242",NULL,"8.904321922468927","-34.78155119025526",NULL
100235,202103,"256.24699999999996","1981.904","1188.04",NULL,"16.13829691772013","12.328755819892766","10.48847230930643","10.7813090577771","10.366316329015834","18.599770970872733","-40.334891540076526","-41.164301651580274"
221877,202103,"1928.1299999999999","14444.5","1953.04",NULL,"550.1867574452086","205.18661161341663","248.3576989795212","237.773922495264","201.85005667503276","94.83357151738738","-1.3232248690168924","12.1792221756714"
100342,202103,"6.257","104.835",NULL,NULL,"89.63061492001371",NULL,"53.20477530997574","51.63201085663181","54.69994085116474",NULL,NULL,"-67.63070889279687"
126853,202103,"-58.529999999999994","747.1800000000001","622.72",NULL,"-128.90889846373778","-8.403892647442667","-73.69012071392788","-42.15370768888125","-16.378588063938103","6.26187498484716","-45.69829283985608","-2.9949503661308885"
285668,202103,"120.33","1931.6380000000001","879.72",NULL,"786.831769974043","34.53691502159053","328.4440953805223","231.8538751543981","297.88146660717825","29.975179224705762","-34.79292959381567","108.0974473192319"
220741,202103,"-1807.4599999999998","8623.33","9927.42",NULL,NULL,"-34.03064139546919",NULL,NULL,NULL,"-4.585831475063296","-56.44452766352555",NULL
100520,202103,"14073.170000000002","159210.82","74277.78",NULL,"94.97658177781236","33.04622096818912","56.07079222032132","52.8035401951495","92.15465697540772","28.935117784415286","-34.995314974208","-23.71199364245429"
221645,202103,"414.8","3035.1","1329.94",NULL,"42.080538785769896","27.72684978576112","26.38331139673045","25.996620350025523","-28.165992251761118","31.657918748722523","-38.88494242924122","-39.58089674065541"
100106,202103,"348.61","1876.1","2066.36",NULL,NULL,NULL,NULL,NULL,NULL,"-3.168498610623638",NULL,NULL
281585,202103,"539.6479999999999","2193.302","478.37",NULL,"227.4476068434437","148.78919936991667","120.50979245147361","132.19440886233528","36.10662008537133","66.12876360777113","-5.659051642111668","-16.33139809809809"
123754,202103,"7.209999999999999","272.66999999999996","254.22",NULL,"-38.70428081665711","-18.743281228078214","-27.84162185045268","-24.924348690050422","-27.630803678655212","2.3628921551607673","-49.992940024059806","-55.54841877896124"
210174,202103,"6685.87",NULL,NULL,NULL,"83.22258051729872",NULL,"49.73362206371872","35.79273155521414","49.73355984598773",NULL,NULL,NULL
274045,202103,"218.28699999999998","1296.9","650.05",NULL,"134.87181885314033","37.45490094162054","76.69351377399298","74.27314885787143","32.920815438410656","25.888649877412618","-31.21617522233211","-11.935883368133538"
132656,202103,"-19.238","153.79500000000002","143.67",NULL,"-496.87457581912395","-34.878721522918624","-229.04506893885198","-117.9137503186955","-254.25690036182843","2.2960132031822234","16.93932637898484","-103.8259629354526"
132821,201103,NULL,NULL,"531.24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123319,202103,"259.274","2515.636","1528.98",NULL,"77.18042981665137","49.26763220673895","46.42340455085079","40.4635506135981","32.12998566474754","18.054351215847795","-20.34786755039828","-21.0815030568689"
117360,202103,"1.329","3.185",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132544,200903,NULL,NULL,"2003.09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100875,202103,"20751.36","76840.49","49272.78",NULL,"24.522688998110343","15.595925849526559","15.744135003038483","14.800363321456267","15.294241099608708","15.965201379515982","-37.204549930772835","-36.76059054004666"
132748,202103,"-488.48999999999995","3950.5370000000003","2536.49",NULL,"-194.97936382085567","-24.02426438669346","-105.6811174351799","-147.75329290244468","-110.30346511865633","15.915361259979965","-58.709774295677754","-11.046252724619588"
200055,202103,"15884.23","56366.55","35552.84",NULL,"37.691358569017595","18.88320984135925","23.766883877109013","23.118610795961246","12.449786675283603","16.60460941065658","-35.77292556647892","-33.1464100691818"
107155,202103,"-23.22","642.25","397.65",NULL,NULL,NULL,NULL,NULL,NULL,"17.32783098901225",NULL,NULL
267389,202103,"280.404","19100.132999999998","10836.90",NULL,"95.06880525623653","14.596578464183407","56.12000242725203","16.933385497260268","68.38085838917448","20.793558414669967","-40.23579521024661","-18.622706232835018"
132380,200803,NULL,NULL,"35.72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284447,202103,"10.963","161.893","29.61",NULL,"190.39760541500547","115.52319568531311","103.54574146251755","60.16899859214995","3.3026030640555204","76.16916173913684","-22.928277398834563","-29.784401134300232"
100336,202103,"346.6","7435.87","5561.39",NULL,"47.96537690813063","15.152389258575937","29.849436661445882","30.075543259876003","-18.59292114205344","10.16648144964929","-34.15287605473852","-25.789935991982325"
126159,201103,NULL,NULL,"130.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
286637,202103,"-11.206999999999999","310.788","435.15",NULL,NULL,"-59.636860470645026",NULL,NULL,NULL,"-10.612851223216445","-71.55393581477828",NULL
132504,202103,"288.58000000000004","2349.38","1179.39",NULL,"8.078842645007622","19.943607848857138","5.315862853881392","2.0302492222199042","3.798999567284378","25.824518002084275","-39.948319004644326","-46.44815653673939"
222647,202103,NULL,NULL,"272.70",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100155,201503,NULL,NULL,"2640.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219253,202103,"10.68","295.64","252.75",NULL,"28.878401222666984","-7.904483266946006","18.42773591821767","0.7798967959681491","18.42779840261828","5.363618323846309","-44.936837791447026","-29.3978535837342"
106979,200803,NULL,NULL,"24.61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209097,202103,"423.66","2217.81","1905.30",NULL,"-2.3404844960775772","-1.3779722506160996","-1.56647370805566","-1.5732966228392042","-23.654945086340216","5.193036097745485","-40.93907099073255","-40.960078010895614"
210518,202103,"-27.653","47.333999999999996","75.18",NULL,"4.357250349536224","14.311139734734201","2.9263479256092406","-13.701696103401373","2.9241090508569156","-14.291552524397332","37.0188747595691","20.534806735072653"
100259,202103,"-2.621","111.19500000000001","86.25",NULL,"49.03313422100596","-7.232566081891967","36.1944262547315","59.56221112669072","42.83860033697765","8.83670499450151","-46.304773760605855","63.0070809928132"
100343,202103,"21.429","77.646","11.21",NULL,"114.67154205376625","180.59021831989176","66.41136539966239","68.70222045308051","66.61373490265004","90.62118206493084","-7.282768278507012","-36.92859655005422"
132215,202103,"28111.74",NULL,"64397.36","25.527152394751408","96.88076515380004",NULL,"57.08529273235754","55.587014175177664","56.821229180295774",NULL,NULL,NULL
112381,202103,"15.905000000000001","37.329","40.99",NULL,"-34.9784315831792","-4.68022890606713","-24.94638287673402","-22.23849815231116","-24.94780076732901","-3.0704613082848664","-38.052277079462336","-40.27790588483996"
126733,201303,NULL,NULL,"1074.04",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306563,202103,"19.781","225.291","175.37",NULL,"-23.645930021001526","-9.59334398159637","-16.46122014862238","-9.905198222854183","-56.227135858864926","8.708335718370552","-47.60959924568241","-51.5270160945391"
119331,201403,NULL,NULL,"22.30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
286954,202103,"5.061999999999999","37.983","34.81",NULL,"-28.093239352881415","-17.98742852624039","-19.737413739589872","-21.461730726608685","-19.7496251368961","2.9504889081631402","-49.815750765458354","-51.13884331970535"
100290,202103,"1869.2900000000002","28153.18","16163.19",NULL,"20.98484986610467","11.464976569169295","13.541334210295819","12.591491279217282","13.541629837446113","20.318791079457487","-41.639593846653675","-40.58244777350086"
119248,201603,NULL,NULL,"4542.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130703,201303,NULL,NULL,"80.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126433,202103,"25.063","288.81","137.39",NULL,"70.71327791303743","40.83763795399786","42.83836408753754","35.39105964913454","37.39104260311963","28.100955064995258","-30.74078036472715","-29.93143106346895"
132348,202103,"-31.439999999999998","285.61","372.03",NULL,NULL,NULL,NULL,NULL,NULL,"-8.434511717323268",NULL,NULL
200109,202103,"11.03","243.579","10.02",NULL,NULL,NULL,NULL,NULL,NULL,"189.6836877617438",NULL,NULL
190064,202103,"557.88","6350.8","2785.18",NULL,NULL,"108.678683011492",NULL,NULL,NULL,"31.620960603731874","-0.12277648483048909",NULL
132806,202103,"-39.572","44.272000000000006","66.36",NULL,"-50.63322001629344","-48.221672036676736","-31.405589822021973","-32.49118973929019","-31.36522575724472","-12.620895782641728","-6.859972105579004","7.678411985787104"
130471,200503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220774,202103,NULL,NULL,"979.10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100192,202103,"-11.574","0.059","1.63",NULL,"2.5594142030160305","-14.448891057500868","1.7136386321465302","1.7136386321465302","1.84620117617873","-66.92081488706367","-117.93106202588213","38.06867356073531"
246218,201303,NULL,NULL,"659.60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213325,202103,NULL,NULL,"314.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
292830,202103,"28.308","252.474","160.64",NULL,"111.97484127446194","34.61295811136147","65.01479308241969","56.704691699089736","-14.457769326804183","16.266425780882642","-27.06303551115009","-10.505169033170958"
132357,202103,"-6.659000000000001","194.547","72.89",NULL,"26.421326879241825","24.9512122673895","18.498055985189854","17.466470567296422","18.502663647791106","38.71354239142488","-43.2552597049692","61.54180655496945"
234835,201803,NULL,NULL,"436.10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270085,202103,"-0.6769999999999999","6.555","1.99",NULL,"63.017885840899154","37.72160017079338","48.4777892306474","40.79672171745354","48.46180992612823","48.7898159431501","73.6333017166911","77.12988116812113"
227977,201803,NULL,NULL,"110.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101831,202103,"4.522","435.55699999999996","473.48",NULL,"-50.43919124692824","3.4872841867291005","-37.37338721096861","-32.80148599655245","-66.10088609431082","-2.7444368442018363","-32.96750507413194","-59.41322589148572"
107910,201903,"11.334999999999999","95.398","197.30",NULL,"11.668021271523688","-19.621027613615595","7.634760074502678","14.939649447999436","7.64795808322527","-21.51185562835106","-35.486065705956364","-13.811054874488804"
132810,202103,"26461.18","91096.72","71656.10",NULL,"29.757010172698916","13.069996971281416","18.965368283014293","19.081690491065608","10.403195082706551","8.330277996453761","-34.247713598440846","-30.432094282416"
132651,200803,NULL,NULL,"323.69",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119600,202103,"310.337","3105.75","1242.48",NULL,"30.48815656457562","23.801110839654747","19.411841875721116","14.480524817780038","19.367445991517496","35.71432648188997","-42.53383326240522","-44.49625097206859"
244796,202103,"17.403","103.11300000000001","50.60",NULL,"48.23456023642005","32.25197776221316","30.00687310502419","31.878047000993746","9.2673557846219","26.781037628838412","-34.284099651711884","-35.12847201215775"
106128,202103,"9.625","188.71099999999998","90.06",NULL,NULL,"33.270135982052466",NULL,NULL,NULL,"27.964181891136054","-34.391857379222316",NULL
132767,201903,"-958.2149999999999","3102.337","3463.15",NULL,NULL,NULL,NULL,NULL,NULL,"-3.60099381368969",NULL,NULL
126049,201503,NULL,NULL,"732.56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101148,200403,NULL,NULL,"0.13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305799,202103,"332.625","1090.752","481.14",NULL,NULL,"31.128082632121835",NULL,"87.86134282954181",NULL,"31.36656721870057","-37.11812839414862",NULL
297314,202103,"-0.185","4.643","6.29",NULL,NULL,NULL,NULL,NULL,NULL,"-9.624784459798663",NULL,NULL
190070,202103,"-0.45099999999999996","21.332","9.36",NULL,"75.29606979053098",NULL,"60.62891640906953","59.86492795102447","60.623743062276446","31.59879382745938",NULL,"81.1655577312727"
101209,201303,NULL,NULL,"21.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123574,201803,"-3172.7200000000003","2193.37","5255.96",NULL,NULL,NULL,NULL,NULL,NULL,"-25.271439605055125",NULL,NULL
107514,202103,"86.49600000000001","2464.29","287.57",NULL,NULL,NULL,NULL,NULL,NULL,"104.6363334395454",NULL,NULL
119260,202103,"-5.795","1.066","0.43",NULL,"13.021415558563898","35.499213501648676","8.8811513368525","9.803376547667552","8.87298783876853","35.341062946047465","69.9269610919758","25.707704982511736"
207945,202103,"295.11","2910.667","1719.93",NULL,"25.579935094454353","18.704058443349993","16.398353253331855","28.579410874983747","17.184332018376146","19.168255954816573","-37.24931001552525","-38.311307693148166"
131120,202103,"247.852","5093.3589999999995","1828.04",NULL,NULL,"46.97103608691853",NULL,NULL,NULL,"40.7147201143983","-34.20310454727596",NULL
120057,202003,"87.11699999999999","2043.931","1510.55",NULL,"57.497694960895984","10.926184156235962","35.36803811369924","38.51714036161942","39.06004257622937","10.605581098433415","-36.82138241591056","-22.841622757772495"
130025,202103,"3.8","38.618","24.08",NULL,NULL,NULL,NULL,NULL,NULL,"17.051710687842725",NULL,NULL
123025,202103,"142.8","1771.58","327.98",NULL,NULL,NULL,NULL,NULL,NULL,"75.45717626911419",NULL,NULL
108996,201603,NULL,NULL,"196.81",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131479,201103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117447,202103,"9.636","57.321000000000005","35.46",NULL,NULL,NULL,NULL,NULL,NULL,"17.36132635307941",NULL,NULL
111607,201303,NULL,NULL,"279.37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132318,201403,NULL,NULL,"70.89",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101379,200503,NULL,NULL,"1043.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310814,202103,"22.918","170.494","20.34",NULL,"709.1971329657564","140.15963706921636","303.05986668781674","375.01585719273294","64.94643601245676","103.13560432129964","-25.52419527822629","25.22781753192749"
287831,202103,"3.2340000000000004","33.247","10.06",NULL,"81.65902124584952","28.64598647472856","48.880555295382756","46.44757053971238","44.907532040697774","48.953768149123356","-45.59258608962031","-37.347683031754656"
123455,201203,NULL,NULL,"29.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
217887,202103,"7.890000000000001","86.704","72.18",NULL,"6.1669843756926745","3.728412370088763","4.07018367737908","0.814602251985308","4.061922810798113","6.301832681999908","-38.530230847114474","-38.20234281759512"
113295,202103,"299.858","6.414","12.25",NULL,NULL,NULL,NULL,NULL,NULL,"-19.400758342844348",NULL,NULL
120059,202103,"38.029","1881.762","2122.64",NULL,"36.40082811325023","13.413932401658425","22.99232311568611","22.662696693723895","23.1110199743771","-3.9355316898969317","-25.62672476811281","-19.772224443043918"
205373,201603,NULL,NULL,"4331.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220559,202103,"77.78","732.89","545.43",NULL,"3.1796702219577977",NULL,"2.1087023474766653","-1.7606352220362997","3.853174102429735","10.348540000781004",NULL,"-41.307113724454226"
126045,200803,NULL,NULL,"0.06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103100,202103,"1307.339","3813.5730000000003","1045.01",NULL,"521.0038024954954","63.658595323828074","237.8543432231524","279.8060457647802","101.73277697975784","53.958571408072146","-33.03496671923772","40.381150022164"
120071,200403,NULL,NULL,"102.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131297,201303,NULL,NULL,"40.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132689,202103,"-280.9","5779.9","280.01",NULL,"38.72770951988802",NULL,"27.86001013775544","26.40029378566755","38.61110166097617","174.31460300476172",NULL,"77.16327505123915"
132522,202103,"3972.6800000000003","50982.03","26022.90",NULL,"16.258577861910652","6.098906862420206","10.564745541189291","10.375889956373019","10.564636460963328","25.127800460125925","-46.58411414760023","-44.358944105050135"
283607,202103,"0.27599999999999997","18.557","15.77",NULL,"85.7417562100671",NULL,"51.1029807877369","46.09448156962623","54.735612440360356","5.57441690706717",NULL,"-7.209445258862557"
287655,202103,"16.118000000000002","155.366","57.00",NULL,"40.37149453937437","20.080806690748474","25.367783973954783","19.260561200381265","-58.429737023966055","39.688410741384274","-45.845230053705464","-42.995172337667064"
279081,202103,"38.219","439.59799999999996","76.32",NULL,"112.79843832944411","68.20645192925514","65.44194390683438","67.82849057068618","-5.0485964118487825","79.25548306134833","-40.88666870969253","-41.92297812240567"
132337,202103,NULL,NULL,"17648.30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131615,201303,NULL,NULL,"482.69",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132396,200203,NULL,NULL,"1.45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115127,200803,NULL,NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
225348,201803,"-697.9069999999999","608.7560000000001","937.80",NULL,NULL,"10.730063446866222",NULL,NULL,NULL,"-13.41466489498172","-19.437061365578135",NULL
100404,202103,"143.55","3415.28","1891.55",NULL,"1.1624176622579308","14.056887550263198","0.7734514626044797","3.506303823120982","0.6878069570241063","21.768838380454515","-40.993658385290445","-47.789618602175274"
132413,202103,"-48.327","51.980999999999995","69.94",NULL,NULL,NULL,NULL,NULL,NULL,"-9.418466795473702",NULL,NULL
117344,202103,"27.310000000000002","385.53000000000003","286.72",NULL,"58.57909587991757","18.276090007528502","35.98696827642891","27.624208593481782","26.390074109641315","10.373986850173855","-32.49381500460352","-22.418299185554027"
210582,202003,NULL,NULL,"216.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126801,201703,"-137.3","225.1","109.17",NULL,"57.287679996332805","83.735933255049","43.284455258394715","43.75194866841967","43.283612671648505","27.279187680257124","91.95013119997239","71.7906270385262"
107828,202103,"7.9319999999999995","464.823","170.56",NULL,NULL,"228.7078666035104",NULL,NULL,NULL,"39.680830105585116","48.24704059844254",NULL
229943,202103,"230.95999999999998","4436.09","2403.74",NULL,NULL,"36.09666921551056",NULL,NULL,NULL,"22.660374418402874","-30.103272677842995",NULL
208331,202103,NULL,NULL,"541.51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132333,202103,"7.025","54.036","21.47",NULL,"26.356278399251252","25.390325448934227","16.877581775188254","27.690813108559766","25.585995795765815","36.024472226973444","-41.92681641723883","-46.15178953304333"
221129,202103,"74.012","1188.071","609.24",NULL,"93.28975354070465","16.407509837957022","55.16933117669585","48.42569086817039","-3.036929590351156","24.93515556488064","-41.30392573977413","-21.640562112737115"
288681,201503,NULL,NULL,"113.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132106,201103,NULL,NULL,"3724.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131897,201203,NULL,NULL,"260.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100116,202103,"7588.99",NULL,"19961.97","13.148889495007655","128.87969022106617",NULL,"73.6753454296019","63.11520102094646","71.45543795267099",NULL,NULL,NULL
255334,202103,NULL,NULL,"7367.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218756,202203,NULL,NULL,"11306.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113699,202103,"0.826","27.677","17.23",NULL,NULL,"27.341353980578596",NULL,NULL,NULL,"17.114655552123725","-31.499803385757552",NULL
311638,202103,"35.373000000000005","1419.558","736.25",NULL,"112.95539439046856","39.733037187761","65.52328512015109","65.36456777504911","31.608048445528915","24.463672458524076","-29.275670199304738","-16.147983404324584"
222407,202103,"3.38","109.04","85.03",NULL,NULL,"23.63860020713704",NULL,NULL,NULL,"8.64370173653528","-28.308731286898613",NULL
303722,202103,"11.971","238.48899999999998","31.13",NULL,"61.84791737573314","-38.32861944237853","37.84935665178226","43.270784249697144","23.962944141527508","97.13470045323444","-80.29216684748471","-57.75282441745657"
208977,201503,NULL,NULL,"1022.72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304701,201903,"107.75899999999999","1194.181","594.87",NULL,"67.08333064144472","34.15410641000558","40.80629871152573","37.15142006695464","-90.34301678981967","26.148675944024326","-33.006087671640024","-29.663156185449868"
100128,202103,"709.713","7319.967","3474.20",NULL,NULL,"34.07941522100133",NULL,NULL,NULL,"28.19903882774475","-34.114390162662076",NULL
100680,200511,NULL,NULL,"674.84",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
255003,202103,"58.187","630.956","427.60",NULL,"93.316390195057","12.644278954076116","55.18358644834671","52.49234623572472","4.247220915893379","13.846703361881453","-37.66920109074324","-14.566427725775677"
112165,202103,"18.846","3849.7599999999998","4057.42",NULL,"-25.42834031319291","-8.373062582388545","-17.766418389377936","-2.7450226722010473","-51.19272419197234","-1.7359718208225572","-41.258928387118445","-47.29903897963066"
100458,200603,NULL,NULL,"39.71",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107944,202103,"59.015","550.96","510.99",NULL,"-5.1517579267267415","-4.584316250149911","-3.4646910800428254","-2.9135047176884754","-39.18637919700073","2.542182402328552","-41.38203012336026","-40.84653307063489"
208264,202103,"342","988.4290000000001","733.46",NULL,"24.13249321972213","11.334139082135497","15.502216614929454","13.248847885217184","15.501841084945301","10.45609403931107","-36.503088458570545","-34.55042288066882"
314935,202103,"937.132","6518.745","701.46",NULL,"502.56844034538614","221.34698660647075","231.1343653305389","181.108146532881","180.59860224336268","110.24242664328195","-3.7131909053977563","0.11333638280759395"
213597,202103,"227.21999999999997","4651.14","2367.90",NULL,"59.24627154191082","32.89626455417907","36.368118539541115","36.9750843766727","62.63352988260553","25.236816148771467","-33.15112667615886","-31.153209445413864"
307698,202103,"0.606","19.238","19.64",NULL,"-23.296055214669252","-3.826116690112713","-16.20621660241046","-15.051302070124695","-89.70882117024188","-0.6869898013256326","-38.99587768368986","-46.928493313937146"
130135,202103,"56.760000000000005","1527.723","181.50",NULL,NULL,NULL,NULL,"294.42362955084013","-15.86737501752211","103.41797620057594",NULL,NULL
105400,202103,"5.401","16.083000000000002","14.75",NULL,"-15.252251646053573","-1.3522533113315527","-10.445905797030342","-25.60541367096212","-21.44498731841629","2.925980733221789","37.96953379782436","-39.9032461490828"
104387,200603,NULL,NULL,"1.23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100101,202103,"367.38","8328.810000000001","5077.15",NULL,NULL,"21.291695530837053",NULL,NULL,NULL,"17.938152466378643","-35.21266986935958",NULL
100059,202103,"6.828","0","1.84",NULL,"-84.3790522372748","49.61058178542571","-70.99508569188531","-70.99508569188531","-71.43734157261527","-100",NULL,"31.1273924193072"
