421,"Other Income Latest Quarter","NaN","Cr.","other_income","finance_qtr_latest_view","std",False,False,False
422,"Interest Latest Quarter","NaN","Cr.","interest_latest","finance_qtr_latest_view","std",False,False,False
423,"Depreciation Latest Quarter","NaN","Cr.","depreciation","finance_qtr_latest_view","std",False,False,False
424,"Profit before Tax Latest Quarter","NaN","Cr.","pbt","finance_qtr_latest_view","std",False,False,False
425,"Tax Latest Quarter","NaN","Cr.","tax","finance_qtr_latest_view","std",False,False,False
426,"Net Profit Latest Quarter","NaN","Cr.","net_profit_latest","finance_qtr_latest_view","std",True,True,True
427,"Net Profit Margin Latest Quarter","NaN","%","net_profit_margin","finance_qtr_latest_view","std",True,True,True
428,"EPS Latest Quarter","NaN","","eps_basic","finance_qtr_latest_view","std",True,True,True
429,"DII Holding","NaN","%","dii_holding","holding_summary_latest_view","cons",True,True,True
430,"FII Holding","NAN","%","fii_holding","holding_summary_latest_view","cons",True,True,True
431,"Mutual Fund Holding","NaN","%","mutual_fund_holding","holding_summary_latest_view","cons",False,False,False
432,"Public Holding","NaN","%","retail_holding","holding_summary_latest_view","cons",True,True,True
433,"Average DII Holding 2Year","NaN","%","dii_holding_3year_avg","holding_summary_3year_view","cons",True,True,True
434,"Average FII Holding 2Year","NaN","%","fii_holding_3year_avg","holding_summary_3year_view","cons",True,True,True
435,"Average Mutual Fund Holding 2Year","NaN","%","mutual_fund_holding_3year_avg","holding_summary_3year_view","cons",False,False,False
436,"Average Public Holding 2Year","NaN","%","retail_holding_3year_avg","holding_summary_3year_view","cons",True,True,True
437,"Sales Growth","NaN","%","sales_growth","finance_qtr_latest_view","std",False,False,False
438,"Operating Expenses Quarterly","NaN","Cr.","operating_ex","finance_qtr_latest_view","std",False,False,False
439,"Extraordinary items latest quarter","NaN","Cr.","ei","finance_qtr_latest_view","std",False,False,False
490,"Profit Growth","NaN","%","yoy_net_profit_growth","finance_qtr_latest_view","std",False,False,False
491,"Sales 2Quarters Back","NaN","Cr.","other_netsales_2quarters_back","finance_qtr_2quarters_back_view","std",True,True,True
492,"Operating Profit 2Quarters Back","NaN","Cr.","operating_profit_2quarters_back","finance_qtr_2quarters_back_view","std",True,True,True
493,"OPM 2Quarters Back","NaN","%","opm_2quarters_back","finance_qtr_2quarters_back_view","std",True,True,True
494,"Other Income 2Quarters Back","NaN","Cr.","other_income_2quarters_back","finance_qtr_2quarters_back_view","std",False,False,False
495,"Interest 2Quarters Back","NaN","Cr.","interest_2quarters_back","finance_qtr_2quarters_back_view","std",False,False,False
496,"Depreciation 2Quarters Back","NaN","Cr.","depreciation_2quarters_back","finance_qtr_2quarters_back_view","std",False,False,False
497,"Profit before Tax 2Quarters Back","NaN","Cr.","pbt_2quarters_back","finance_qtr_2quarters_back_view","std",False,False,False
498,"Tax 2Quarters Back","NaN","Cr.","tax_2quarters_back","finance_qtr_2quarters_back_view","std",False,False,False
499,"Net Profit 2Quarters Back","NaN","Cr.","net_profit_2quarters_back","finance_qtr_2quarters_back_view","std",True,True,True
500,"Net Profit Margin 2Quarters Back","NaN","%","net_profit_margin_2quarters_back","finance_qtr_2quarters_back_view","std",True,True,True
501,"EPS 2Quarters Back","NaN","","eps_basic_2quarters_back","finance_qtr_2quarters_back_view","std",True,True,True
502,"Sales 3Quarters Back","NaN","Cr.","other_netsales_3quarters_back","finance_qtr_3quarters_back_view","std",True,True,True
503,"Operating Profit 3Quarters Back","NaN","Cr.","operating_profit_3quarters_back","finance_qtr_3quarters_back_view","std",True,True,True
504,"OPM 3Quarters Back","NaN","%","opm_3quarters_back","finance_qtr_3quarters_back_view","std",True,True,True
505,"Other Income 3Quarters Back","NaN","Cr.","other_income_3quarters_back","finance_qtr_3quarters_back_view","std",False,False,False
506,"Interest 3Quarters Back","NaN","Cr.","interest_3quarters_back","finance_qtr_3quarters_back_view","std",False,False,False
507,"Depreciation 3Quarters Back","NaN","Cr.","depreciation_3quarters_back","finance_qtr_3quarters_back_view","std",False,False,False
508,"Profit before Tax 3Quarters Back","NaN","Cr.","pbt_3quarters_back","finance_qtr_3quarters_back_view","std",False,False,False
509,"Tax 3Quarters Back","NaN","Cr.","tax_3quarters_back","finance_qtr_3quarters_back_view","std",False,False,False
510,"Net Profit 3Quarters Back","NaN","Cr.","net_profit_3quarters_back","finance_qtr_3quarters_back_view","std",True,True,True
511,"Net Profit Margin 3Quarters Back","NaN","%","net_profit_margin_3quarters_back","finance_qtr_3quarters_back_view","std",True,True,True
512,"EPS 3Quarters Back","NaN","","eps_basic_3quarters_back","finance_qtr_3quarters_back_view","std",True,True,True
513,"YoY Net Profit Growth","NaN","%","yoy_net_profit_growth","finance_qtr_latest_view","std",True,True,True
514,"YoY Sales Growth","NaN","%","yoy_sales_growth","finance_qtr_latest_view","std",True,True,True
516,"Profit after tax last quarter","NaN","Cr.","Profit_after_tax_last_quarter","finance_qtr_latest_view","std",False,False,False
517,"Profit after tax latest quarter","NaN","Cr.","Profit_after_tax_latest_quarter","finance_qtr_latest_view","std",False,False,False
518,"Sales last year quarter","NaN","Cr.","other_netsales_last_year","finance_qtr_last_year_view","std",False,False,False
519,"Operating Profit last year quarter","NaN","Cr.","operating_profit_last_year","finance_qtr_last_year_view","std",False,False,False
520,"OPM last year quarter","NaN","%","operating_profit_margin_last_year","finance_qtr_last_year_view","std",False,False,False
521,"Other Income last year quarter","NaN","Cr.","other_income_last_year","finance_qtr_last_year_view","std",False,False,False
522,"Interest last year quarter","NaN","Cr.","interest_last_year","finance_qtr_last_year_view","std",False,False,False
523,"Depreciation last year quarter","NaN","Cr.","depreciation_last_year","finance_qtr_last_year_view","std",False,False,False
524,"Profit before Tax last year quarter","NaN","Cr.","pbt_last_year","finance_qtr_last_year_view","std",False,False,False
525,"Tax last year quarter","NaN","Cr.","tax_last_year","finance_qtr_last_year_view","std",False,False,False
526,"Net Profit last year quarter","NaN","Cr.","net_profit_last_year","finance_qtr_last_year_view","std",False,False,False
527,"Net Profit Margin last year quarter","NaN","%","net_profit_margin_last_year","finance_qtr_last_year_view","std",False,False,False
528,"EPS last year quarter","NaN","","eps_basic_last_year","finance_qtr_last_year_view","std",False,False,False
529,"EBIDT last year quarter","NaN","Cr.","operating_profit_last_year","finance_qtr_last_year_view","std",False,False,False
530,"EBIDT latest quarter","NaN","Cr.","operating_profit_latest","finance_qtr_latest_view","std",False,False,False
531,"EBIDT 2quarters back","NaN","Cr.","operating_profit_2quarters_back","finance_qtr_2quarters_back_view","std",False,False,False
532,"EBIDT 3quarters back","NaN","Cr.","operating_profit_3quarters_back","finance_qtr_3quarters_back_view","std",False,False,False
533,"Sales 1 Quarter Back","NaN","Cr.","other_netsales_last_qtr","finance_qtr_last_qtr_view","std",True,True,True
534,"Operating Last Quarter","NaN","Cr.","operating_profit_last_qtr","finance_qtr_last_qtr_view","std",False,False,False
535,"OPM 1Quarters Back","NaN","%","operating_profit_margin_last_year","finance_qtr_last_qtr_view","std",True,True,True
536,"Other Income Last Quarter","NaN","Cr.","other_income_last_qtr","finance_qtr_last_qtr_view","std",False,False,False
537,"Interest Last Quarter","NaN","Cr.","interest_last_qtr","finance_qtr_last_qtr_view","std",False,False,False
538,"Depreciation Last Quarter","NaN","Cr.","depreciation_last_qtr","finance_qtr_last_qtr_view","std",False,False,False
539,"Profit before Tax Last Quarter","NaN","Cr.","pbt_last_qtr","finance_qtr_last_qtr_view","std",False,False,False
540,"Tax Last Quarter","NaN","Cr.","tax_last_qtr","finance_qtr_last_qtr_view","std",False,False,False
541,"Net Profit 1Quarters Back","NaN","Cr.","net_profit_last_qtr","finance_qtr_last_qtr_view","std",True,True,True
542,"Net Profit Margin 1Quarters Back","NaN","%","net_profit_margin_last_qtr","finance_qtr_last_qtr_view","std",True,True,True
543,"EPS 1Quarters Back","NaN","","eps_basic_last_qtr","finance_qtr_last_qtr_view","std",True,True,True
544,"Equity Capital","NaN","Cr.","equity_capital","finance_bs_1year_view","std",True,True,True
545,"Equity Capital 3Year (back)","NaN","Cr.","equity_capital_3year","finance_bs_3_year_view","std",True,True,True
546,"Long Term Debt","NaN","Cr.","long_term_debt","finance_bs_1year_view","std",True,True,True
547,"Long Term Debt 3Year (back)","NaN","Cr.","long_term_debt_3year","finance_bs_3_year_view","std",True,True,True
548,"pbit","NaN","Cr.","pbit","finance_pl_1year_view","std",False,False,False
549,"pbit 3year (back)","NaN","Cr.","pbit_3year","finance_pl_3_year_view","std",False,False,False
550,"Ebit","NaN","Cr.","ebit","finance_pl_1year_view","std",False,False,False
551,"Ebit 3year (back)","NaN","Cr.","ebit_3year","finance_pl_3_year_view","std",False,False,False
552,"OPM","NaN","%","opm","finance_pl_1year_view","std",False,False,False
553,"OPM 3year (back)","NaN","%","opm_3year","finance_pl_3_year_view","std",False,False,False
554,"Balance sheet total 1Year Growth","NaN","Cr.","total_applications_nf_growth_percentage_1year","finance_bs_growth_1years_view","std",True,True,True
555,"Deposits 1Year Growth","NaN","Cr.","deposits_growth_percentage_1year","finance_bs_growth_1years_view","std",True,True,True
556,"Equity Capital 1Year Growth","NaN","Cr.","equity_capital_growth_percentage_1year","finance_bs_growth_1year_view","std",True,True,True
557,"Total Assets 1Year Growth","NaN","Cr.","total_applications_growth_percentage_1year","finance_bs_growth_1years_view","std",True,True,True
